ID	KBase Model	ModelSEEDpy Model	Name	Equation
rxn05595_c0	Y	Y	rxn05595_c0	TRANS-RXN-3.ce_c0	cpd00067_e0 + cpd00205_e0 <=> cpd00067_c0 + cpd00205_c0
rxn43657_c0	Y		rxn43657_c0	Zn2+:proton symport [c0]	cpd00034_e0 + cpd00067_e0 --> cpd00034_c0 + cpd00067_c0
rxn01129_c0	Y	Y	rxn01129_c0	dATP:uridine 5'-phosphotransferase_c0	cpd00115_c0 + cpd00249_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00177_c0
rxn00568_c0	Y	Y	rxn00568_c0	NIRBD-RXN.c_c0	2.0 cpd00001_c0 + 3.0 cpd00003_c0 + cpd00013_c0 <-- 3.0 cpd00004_c0 + 5.0 cpd00067_c0 + cpd00075_c0
rxn04989_c0	Y	Y	rxn04989_c0	L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase(4-hydroxylating)_c0	cpd00007_c0 + cpd00066_c0 + cpd00233_c0 --> cpd00069_c0 + cpd03897_c0
rxn09113_c0	Y	Y	rxn09113_c0	Phosphatidylglycerol synthase (n-C18:0)_c0	cpd00080_c0 + cpd15421_c0 <=> cpd00046_c0 + cpd15547_c0
rxn09232_c0	Y	Y	rxn09232_c0	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)_c0	cpd00031_c0 + cpd15481_c0 <=> cpd00001_c0 + cpd00295_c0 + cpd15480_c0
rxn03236_c0	Y	Y	rxn03236_c0	4a-hydroxytetrahydrobiopterin hydro-lyase_c0	cpd03897_c0 <=> cpd00001_c0 + cpd00231_c0
rxn08800_c0	Y	Y	rxn08800_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)_c0	cpd00001_c0 + cpd15326_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15237_c0
rxn01343_c0	Y	Y	rxn01343_c0	ATP:Sedoheptulose 7-phosphate 1-phosphotransferase_c0	cpd00002_c0 + cpd00238_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00349_c0
rxn02402_c0	Y	Y	rxn02402_c0	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)_c0	cpd00011_c0 + cpd00012_c0 + cpd00873_c0 <-- cpd00067_c0 + cpd00103_c0 + cpd02333_c0
rxn05467_c0	Y	Y	rxn05467_c0	CO2 transporter via diffusion_c0	cpd00011_e0 <=> cpd00011_c0
rxn14412_c0	Y		rxn14412_c0	cytochrome-c reductase (ubiquinol: 2 protons) [c0]	2.0 cpd00109_c0 + cpd15561_c0 --> 2.0 cpd00067_e0 + 2.0 cpd00110_c0 + cpd15560_c0
rxn05233_c0	Y	Y	rxn05233_c0	2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0	cpd00031_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00295_c0 + cpd11420_c0
rxn01268_c0	Y	Y	rxn01268_c0	Prephenate:NAD+ oxidoreductase(decarboxylating)_c0	cpd00003_c0 + cpd00219_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00868_c0
rxn00549_c0	Y	Y	rxn00549_c0	D-Fructose-1,6-bisphosphate 1-phosphohydrolase_c0	cpd00001_c0 + cpd00290_c0 --> cpd00009_c0 + cpd00072_c0
rxn00336_c0	Y	Y	rxn00336_c0	isocitrate glyoxylate-lyase (succinate-forming)_c0	cpd00260_c0 <=> cpd00036_c0 + cpd00040_c0
rxn00650_c0	Y	Y	rxn00650_c0	L-cysteinylglycine dipeptidase_c0	cpd00001_c0 + cpd01017_c0 <=> cpd00033_c0 + cpd00084_c0
rxn05398_c0	Y	Y	rxn05398_c0	11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase_c0	cpd11534_c0 <=> cpd00001_c0 + cpd11535_c0
rxn03419_c0	Y	Y	rxn03419_c0	formamidopyrimidine nucleoside triphosphate amidohydrolase_c0	cpd00001_c0 + cpd03518_c0 <=> cpd00047_c0 + cpd00067_c0 + cpd03519_c0
rxn05373_c0	Y	Y	rxn05373_c0	10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase_c0	cpd11509_c0 <=> cpd00001_c0 + cpd11510_c0
rxn00691_c0	Y	Y	rxn00691_c0	10-Formyltetrahydrofolate amidohydrolase_c0	cpd00001_c0 + cpd00201_c0 --> cpd00047_c0 + cpd00067_c0 + cpd00087_c0
rxn01073_c0	Y	Y	rxn01073_c0	sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase_c0	cpd00001_c0 + cpd00908_c0 --> cpd00067_c0 + cpd00080_c0 + cpd00162_c0
rxn00763_c0	Y	Y	rxn00763_c0	Glycerol:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00100_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00448_c0
rxn02341_c0	Y	Y	rxn02341_c0	N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase_c0	cpd00067_c0 + cpd02666_c0 --> cpd00011_c0 + cpd00834_c0
rxn09330_c0	Y		rxn09330_c0	thiosulfate transport via diffusion (extracellular to periplasm) [c0]	cpd00268_c0 <=> cpd00268_e0
rxn00139_c0	Y	Y	rxn00139_c0	AMP:diphosphate phospho-D-ribosyltransferase_c0	cpd00012_c0 + cpd00018_c0 + cpd00067_c0 <-- cpd00103_c0 + cpd00128_c0
rxn08127_c0	Y	Y	rxn08127_c0	Amylomaltase (maltotetraose)_c0	cpd00179_c0 + cpd01399_c0 <=> cpd00027_c0 + cpd15495_c0
rxn01802_c0	Y	Y	rxn01802_c0	Glutaryl-CoA:(acceptor) 2,3-oxidoreductase (decarboxylating)_c0	cpd00015_c0 + cpd00067_c0 + cpd00413_c0 --> cpd00011_c0 + cpd00650_c0 + cpd00982_c0
rxn03396_c0	Y	Y	rxn03396_c0	R04989_c0	cpd00005_c0 + cpd00007_c0 + cpd03446_c0 --> cpd00001_c0 + cpd00006_c0 + cpd00067_c0 + cpd03447_c0
rxn01351_c0	Y	Y	rxn01351_c0	2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase_c0	cpd00001_c0 + cpd00241_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00296_c0
rxn05602_c0	Y	Y	rxn05602_c0	L-lactate reversible transport via proton symport_c0	cpd00067_e0 + cpd00159_e0 <=> cpd00067_c0 + cpd00159_c0
rxn05618_c0	Y	Y	rxn05618_c0	manganese transport in via proton symport_c0	cpd00030_e0 + cpd00067_e0 --> cpd00030_c0 + cpd00067_c0
rxn00278_c0	Y	Y	rxn00278_c0	L-Alanine:NAD+ oxidoreductase (deaminating)_c0	cpd00001_c0 + cpd00003_c0 + cpd00035_c0 <=> cpd00004_c0 + cpd00013_c0 + cpd00020_c0 + cpd00067_c0
rxn00351_c0	Y	Y	rxn00351_c0	gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming)_c0	cpd00002_c0 + cpd00033_c0 + cpd00506_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00042_c0 + cpd00067_c0
rxn00191_c0	Y	Y	rxn00191_c0	L-Alanine:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00035_c0 <=> cpd00020_c0 + cpd00023_c0
rxn01518_c0	Y	Y	rxn01518_c0	ATP:deoxyuridine 5'-phosphotransferase_c0	cpd00002_c0 + cpd00412_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00299_c0
rxn14333_c0	Y		rxn14333_c0	ditrans,dicis-pentaprenyl-diphosphate:isopentenyl-diphosphate pentaprenylcistransferase [c0]	cpd00113_c0 + cpd17565_c0 --> cpd00012_c0 + cpd00067_c0 + cpd17564_c0
rxn10060_c0	Y	Y	rxn10060_c0	NAD kinase (dTTP)_c0	cpd00003_c0 + cpd00357_c0 --> cpd00006_c0 + cpd00067_c0 + cpd00297_c0
rxn05296_c0	Y		rxn05296_c0	Protein synthesis	35.5949792133389 cpd00008_c0 + 35.5949792133389 cpd00009_c0 + 0.388588889398408 cpd00023_c0 + 0.904337964148734 cpd00033_c0 + 0.759012038032257 cpd00035_c0 + 0.506271296960121 cpd00039_c0 + 0.356206481948541 cpd00041_c0 + 0.437557407981134 cpd00051_c0 + 0.388588889398408 cpd00053_c0 + 0.31829537078772 cpd00054_c0 + 0.226676852149071 cpd00060_c0 + 0.0837203704801448 cpd00065_c0 + 0.274065741100097 cpd00066_c0 + 35.5949792133389 cpd00067_c0 + 0.214039815095465 cpd00069_c0 + 0.135058333510422 cpd00084_c0 + 0.665813889761907 cpd00107_c0 + 0.140587037221375 cpd00119_c0 + 0.326983333762075 cpd00129_c0 + 0.356206481948541 cpd00132_c0 + 0.624743519337685 cpd00156_c0 + 0.3743722227131 cpd00161_c0 + 0.42886944500678 cpd00322_c0 --> 27.684983832597 cpd00001_c0 + 35.5949792133389 cpd00002_c0 + cpd11463_c0
EX_cpd00159_e0	Y	Y	EX_cpd00159_e0	Exchange for L-Lactate_e0	cpd00159_e0 <=> 
rxn05250_c0	Y	Y	rxn05250_c0	FACOAL160(ISO)_c0	cpd00002_c0 + cpd00010_c0 + cpd11440_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11441_c0
rxn10253_c0	Y	Y	rxn10253_c0	isoheptadecanoyl-Diacylglycerol kinase_c0	cpd00002_c0 + cpd15701_c0 <=> cpd00008_c0 + cpd15677_c0
rxn01018_c0	Y	Y	rxn01018_c0	carbamoyl-phosphate:L-aspartate carbamoyltransferase_c0	cpd00041_c0 + cpd00146_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00343_c0
rxn03251_c0	Y	Y	rxn03251_c0	Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd03124_c0 <=> cpd00982_c0 + cpd03125_c0
rxn09111_c0	Y	Y	rxn09111_c0	Phosphatidylglycerol synthase (n-C16:0)_c0	cpd00080_c0 + cpd15419_c0 <=> cpd00046_c0 + cpd15545_c0
rxn01868_c0	Y	Y	rxn01868_c0	p-Cumic alcohol:NADP+ oxidoreductase_c0	cpd00001_c0 + cpd00006_c0 + cpd00447_c0 --> cpd00005_c0 + 2.0 cpd00067_c0 + cpd00540_c0
rxn08120_c0	Y	Y	rxn08120_c0	apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)_c0	cpd15395_c0 + cpd15538_c0 <=> cpd00067_c0 + cpd11959_c0 + cpd15346_c0
rxn08528_c0	Y	Y	rxn08528_c0	fumarate reductase_c0	cpd00106_c0 + cpd15353_c0 <=> cpd00036_c0 + cpd15352_c0
rxn13741_c0	Y	Y	rxn13741_c0	proline oxidase_c0	cpd00129_c0 + cpd15560_c0 --> cpd00067_c0 + cpd02431_c0 + cpd15561_c0
rxn08123_c0	Y	Y	rxn08123_c0	anhydrous-N-Acetylmuramyl-tripeptide amidase_c0	cpd00001_c0 + cpd15400_c0 <=> cpd15386_c0 + cpd15399_c0
rxn08119_c0	Y	Y	rxn08119_c0	apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)_c0	cpd15395_c0 + cpd15531_c0 <=> cpd00067_c0 + cpd11959_c0 + cpd15339_c0
rxn01504_c0	Y	Y	rxn01504_c0	(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming)_c0	cpd00292_c0 <=> cpd00001_c0 + cpd02068_c0
rxn05328_c0	Y		rxn05328_c0	Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]	cpd00003_c0 + cpd11476_c0 <-- cpd00004_c0 + cpd00067_c0 + cpd11477_c0
rxn01332_c0	Y	Y	rxn01332_c0	Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0	cpd00001_c0 + cpd00061_c0 + cpd00236_c0 --> cpd00009_c0 + cpd02857_c0
rxn09200_c0	Y	Y	rxn09200_c0	Phosphatidylserine decarboxylase (n-C16:0)_c0	2.0 cpd00067_c0 + cpd15555_c0 --> cpd00011_c0 + cpd15531_c0
rxn08015_c0	Y	Y	rxn08015_c0	acyl-[acyl-carrier-protein] synthetase  (n-C14:1)_c0	cpd00002_c0 + cpd11493_c0 + cpd15298_c0 --> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0 + cpd15294_c0
rxn00540_c0	Y	Y	rxn00540_c0	4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)_c0	cpd00020_c0 + cpd00071_c0 <=> cpd02258_c0
rxn01894_c0	Y		rxn01894_c0	4-Oxalocrotonate carboxy-lyase [c0]	cpd00067_c0 + cpd02183_c0 --> cpd00011_c0 + cpd00461_c0
rxn00558_c0	Y	Y	rxn00558_c0	D-glucose-6-phosphate aldose-ketose-isomerase_c0	cpd00079_c0 <=> cpd00072_c0
rxn08287_c0		Y	rxn08287_c0	cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)_c0	0.5 cpd00007_c0 + 2.0 cpd00067_c0 + cpd15499_c0 --> cpd00001_c0 + 2.0 cpd00067_e0 + cpd15500_c0
rxn07455_c0	Y	Y	rxn07455_c0	decenoyl-[acyl-carrier-protein] delta2-trans-delta3-cis-isomerase_c0	cpd11475_c0 <=> cpd12489_c0
rxn01575_c0	Y	Y	rxn01575_c0	L-Isoleucine:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00322_c0 <=> cpd00023_c0 + cpd00508_c0
rxn01255_c0	Y	Y	rxn01255_c0	5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming)_c0	cpd00932_c0 --> cpd00009_c0 + cpd00216_c0
rxn03933_c0	Y	Y	rxn03933_c0	UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase_c0	cpd00037_c0 + cpd02948_c0 <=> cpd00014_c0 + cpd03491_c0
rxn00790_c0	Y	Y	rxn00790_c0	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)_c0	cpd00012_c0 + cpd00023_c0 + cpd00067_c0 + cpd01982_c0 <-- cpd00001_c0 + cpd00053_c0 + cpd00103_c0
rxn00377_c0	Y	Y	rxn00377_c0	S-Formylglutathione hydrolase_c0	cpd00001_c0 + cpd00759_c0 <=> cpd00042_c0 + cpd00047_c0 + cpd00067_c0
rxn05204_c0	Y	Y	rxn05204_c0	TRANS-RXNBWI-115572.ce.maizeexp.GUANOSINE_GUANOSINE_c0	cpd00067_e0 + cpd00311_e0 <=> cpd00067_c0 + cpd00311_c0
rxn08803_c0	Y	Y	rxn08803_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)_c0	cpd00001_c0 + cpd15313_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01741_c0
rxn00407_c0	Y	Y	rxn00407_c0	CTP aminohydrolase_c0	cpd00001_c0 + cpd00052_c0 + cpd00067_c0 --> cpd00013_c0 + cpd00062_c0
rxn01143_c0	Y	Y	rxn01143_c0	ATP:thymidine 5'-phosphotransferase_c0	cpd00002_c0 + cpd00184_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00298_c0
rxn00999_c0	Y	Y	rxn00999_c0	Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)_c0	cpd00007_c0 + cpd00143_c0 --> cpd00011_c0 + cpd03480_c0
rxn05331_c0	Y	Y	rxn05331_c0	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase_c0	cpd11480_c0 <=> cpd00001_c0 + cpd11469_c0
rxn00290_c0	Y	Y	rxn00290_c0	succinyl-CoA:acetoacetate CoA-transferase_c0	cpd00078_c0 + cpd00142_c0 <=> cpd00036_c0 + cpd00279_c0
rxn00345_c0	Y	Y	rxn00345_c0	N-Acetyl-L-aspartate amidohydrolase_c0	cpd00001_c0 + cpd00767_c0 <=> cpd00029_c0 + cpd00041_c0
rxn00154_c0	Y	Y	rxn00154_c0	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)_c0	cpd00003_c0 + cpd00010_c0 + cpd00020_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00022_c0
rxn41965_c0	Y		rxn41965_c0	 [c0]	cpd00007_c0 + 2.0 cpd11640_c0 --> 2.0 cpd00001_c0
rxn02517_c0	Y	Y	rxn02517_c0	ATP:dIDP phosphotransferase_c0	cpd00002_c0 + cpd00976_c0 <=> cpd00008_c0 + cpd00977_c0
rxn01871_c0	Y	Y	rxn01871_c0	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase_c0	cpd00022_c0 + cpd00449_c0 <=> cpd00010_c0 + cpd00836_c0
rxn05197_c0	Y	Y	rxn05197_c0	Uracil permease_c0	cpd00067_e0 + cpd00092_e0 <=> cpd00067_c0 + cpd00092_c0
rxn00478_c0	Y	Y	rxn00478_c0	L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)_c0	cpd00007_c0 + cpd00065_c0 --> cpd01749_c0
rxn00369_c0	Y	Y	rxn00369_c0	GTP:cytidine 5'-phosphotransferase_c0	cpd00038_c0 + cpd00367_c0 --> cpd00031_c0 + cpd00046_c0 + cpd00067_c0
rxn00980_c0	Y	Y	rxn00980_c0	2-Phosphoglycolate phosphohydrolase_c0	cpd00001_c0 + cpd00727_c0 --> cpd00009_c0 + cpd00139_c0
rxn06865_c0	Y	Y	rxn06865_c0	R05146_c0	cpd03736_c0 + cpd11493_c0 <-- cpd03586_c0 + cpd11468_c0
rxn00555_c0	Y	Y	rxn00555_c0	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)_c0	cpd00053_c0 + cpd00072_c0 <=> cpd00023_c0 + cpd00288_c0
rxn05148_c0	Y	Y	rxn05148_c0	Heme transport via ABC system_c0	cpd00001_c0 + cpd00002_c0 + cpd00028_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00028_c0 + cpd00067_c0
rxn05651_c0	Y	Y	rxn05651_c0	sulfate transport in via proton symport_c0	cpd00048_e0 + cpd00067_e0 <=> cpd00048_c0 + cpd00067_c0
rxn03901_c0	Y	Y	rxn03901_c0	undecaprenyl-diphosphate phosphohydrolase_c0	cpd00001_c0 + cpd02229_c0 --> cpd00009_c0 + 2.0 cpd00067_c0 + cpd00286_c0
rxn01329_c0	Y	Y	rxn01329_c0	D-mannose 6-phosphate 1,6-phosphomutase_c0	cpd00235_c0 <=> cpd00485_c0
rxn07981_c0	Y	Y	rxn07981_c0	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)_c0	cpd11836_c0 <=> cpd00001_c0 + cpd11465_c0
rxn02679_c0	Y	Y	rxn02679_c0	Octanoyl-CoA:oxygen 2-oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd01335_c0 <=> cpd00982_c0 + cpd03130_c0
rxn08295_c0	Y	Y	rxn08295_c0	diacylglycerol kinase (n-C14:0)_c0	cpd00002_c0 + cpd15307_c0 --> cpd00008_c0 + cpd15522_c0
rxn06729_c0	Y	Y	rxn06729_c0	(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase_c0	cpd00037_c0 + cpd00067_c0 + cpd11484_c0 --> cpd02886_c0 + cpd11493_c0
rxn00441_c0	Y	Y	rxn00441_c0	R00621_c0	cpd00024_c0 + cpd00056_c0 + cpd00067_c0 --> cpd00011_c0 + cpd03189_c0
rxn10307_c0	Y	Y	rxn10307_c0	palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	24.0 cpd00037_c0 + cpd15746_c0 <=> 24.0 cpd00014_c0 + cpd15764_c0
EX_cpd00154_e0	Y	Y	EX_cpd00154_e0	Exchange for Xylose_e0	cpd00154_e0 <=> 
rxn00236_c0	Y	Y	rxn00236_c0	GDP phosphohydrolase_c0	cpd00001_c0 + cpd00031_c0 --> cpd00009_c0 + 2.0 cpd00067_c0 + cpd00126_c0
rxn08766_c0	Y	Y	rxn08766_c0	FabH_c0	cpd00022_c0 + cpd11492_c0 --> cpd00010_c0 + cpd00011_c0 + cpd11488_c0
rxn01451_c0	Y	Y	rxn01451_c0	(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00842_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00279_c0
rxn01522_c0	Y	Y	rxn01522_c0	xanthine:NAD+ oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd00309_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00300_c0
rxn00461_c0	Y	Y	rxn00461_c0	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase_c0	cpd00037_c0 + cpd00061_c0 --> cpd00009_c0 + cpd02820_c0
rxn01334_c0	Y	Y	rxn01334_c0	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase_c0	cpd00349_c0 <=> cpd00095_c0 + cpd00236_c0
rxn03907_c0	Y	Y	rxn03907_c0	CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase_c0	cpd00052_c0 + cpd08286_c0 --> cpd00012_c0 + cpd08287_c0
rxn03869_c0	Y	Y	rxn03869_c0	Acylamide aminohydrolase_c0	cpd00001_c0 + cpd06707_c0 --> cpd00013_c0 + cpd00153_c0
rxn01459_c0	Y	Y	rxn01459_c0	4-Aminobutyraldehyde:NAD+ oxidoreductase_c0	cpd00001_c0 + cpd00006_c0 + cpd00434_c0 --> cpd00005_c0 + 2.0 cpd00067_c0 + cpd00281_c0
rxn00817_c0	Y	Y	rxn00817_c0	melibiose galactohydrolase_c0	cpd00001_c0 + cpd03198_c0 <=> cpd00027_c0 + cpd00108_c0
rxn02596_c0	Y	Y	rxn02596_c0	R03634_c0	cpd00001_c0 + cpd01133_c0 --> cpd00108_c0 + cpd00382_c0
rxn08126_c0	Y	Y	rxn08126_c0	Amylomaltase (maltotriose)_c0	cpd00179_c0 + cpd01262_c0 <=> cpd00027_c0 + cpd01399_c0
rxn08556_c0	Y	Y	rxn08556_c0	sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase_c0	cpd00080_c0 + cpd15560_c0 --> cpd00095_c0 + cpd15561_c0
rxn26361_c0	Y	Y	rxn26361_c0	molybdenum cofactor cytidylyltransferase_c0	cpd00052_c0 + cpd19503_c0 <=> cpd00012_c0 + cpd21288_c0
rxn05319_c0	Y	Y	rxn05319_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_c0	cpd00001_e0 <-- cpd00001_c0
DM_cpd15302_c0	Y		DM_cpd15302_c0	Demand for glycogen(n-1) [c0]	cpd15302_c0 --> 
rxn05345_c0	Y	Y	rxn05345_c0	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	cpd11468_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11491_c0 + cpd11493_c0
rxn01644_c0	Y	Y	rxn01644_c0	L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)_c0	cpd00020_c0 + cpd00346_c0 --> 2.0 cpd00001_c0 + cpd00067_c0 + cpd02120_c0
rxn05573_c0	Y	Y	rxn05573_c0	D-glucose transport in via proton symport_c0	cpd00027_e0 + cpd00067_e0 <=> cpd00027_c0 + cpd00067_c0
rxn10309_c0	Y	Y	rxn10309_c0	stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	24.0 cpd00037_c0 + cpd15748_c0 <=> 24.0 cpd00014_c0 + cpd15766_c0
rxn10235_c0	Y	Y	rxn10235_c0	isopentadecanoyl-phosphatidylserine decarboxylase_c0	2.0 cpd00067_c0 + cpd15692_c0 --> cpd00011_c0 + cpd15698_c0
rxn01301_c0	Y	Y	rxn01301_c0	L-Homoserine:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00227_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00346_c0
rxn05287_c0	Y	Y	rxn05287_c0	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_c0	cpd00113_c0 + cpd00289_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02591_c0
EX_cpd04097_e0	Y	Y	EX_cpd04097_e0	Exchange for Pb_e0	cpd04097_e0 <=> 
rxn02475_c0	Y	Y	rxn02475_c0	2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase_c0	cpd00001_c0 + cpd00067_c0 + cpd00957_c0 --> cpd00013_c0 + cpd00931_c0
rxn03061_c0	Y	Y	rxn03061_c0	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate hydro-lyase_c0	cpd02799_c0 <=> cpd00001_c0 + cpd02597_c0
rxn26307_c0	Y	Y	rxn26307_c0	RXN0-5306.c_c0	cpd01627_c0 <=> cpd01562_c0
rxn05484_c0	Y	Y	rxn05484_c0	acetoacetate transport via proton symport_c0	cpd00067_e0 + cpd00142_e0 <=> cpd00067_c0 + cpd00142_c0
rxn07977_c0	Y	Y	rxn07977_c0	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)_c0	cpd15368_c0 <=> cpd00001_c0 + cpd15570_c0
rxn01257_c0	Y	Y	rxn01257_c0	chorismate:L-glutamine aminotransferase_c0	cpd00053_c0 + cpd00216_c0 <=> cpd00023_c0 + cpd08210_c0
rxn01800_c0	Y	Y	rxn01800_c0	Deoxycytidine aminohydrolase_c0	cpd00001_c0 + cpd00067_c0 + cpd00654_c0 --> cpd00013_c0 + cpd00412_c0
rxn07979_c0	Y	Y	rxn07979_c0	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)_c0	cpd15371_c0 <=> cpd00001_c0 + cpd15572_c0
rxn02788_c0	Y	Y	rxn02788_c0	R03966_c0	cpd01644_c0 --> cpd02183_c0
rxn00785_c0	Y	Y	rxn00785_c0	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0	cpd00072_c0 + cpd00102_c0 <=> cpd00198_c0 + cpd00236_c0
rxn00076_c0	Y	Y	rxn00076_c0	NAD+ phosphohydrolase_c0	cpd00001_c0 + cpd00003_c0 --> cpd00018_c0 + 2.0 cpd00067_c0 + cpd00355_c0
rxn01137_c0	Y	Y	rxn01137_c0	Adenosine aminohydrolase_c0	cpd00001_c0 + cpd00067_c0 + cpd00182_c0 --> cpd00013_c0 + cpd00246_c0
rxn03245_c0	Y	Y	rxn03245_c0	(S)-Hydroxydecanoyl-CoA hydro-lyase_c0	cpd03118_c0 <=> cpd00001_c0 + cpd03129_c0
EX_cpd00033_e0	Y	Y	EX_cpd00033_e0	Exchange for Glycine_e0	cpd00033_e0 <=> 
rxn26127_c0	Y	Y	rxn26127_c0	maltodextrin phosphorylase_c0	cpd00009_c0 + cpd01399_c0 --> cpd00089_c0 + cpd01262_c0
rxn01208_c0	Y	Y	rxn01208_c0	R01652_c0	cpd00011_c0 + cpd00200_c0 <-- cpd00067_c0 + cpd02605_c0
rxn09012_c0	Y	Y	rxn09012_c0	RXN0-5074.c_c0	cpd00001_c0 + cpd00530_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00972_c0
rxn06673_c0	Y	Y	rxn06673_c0	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0	cpd00022_c0 + cpd12543_c0 --> cpd00070_c0 + cpd12848_c0
