2.5.1.81	rxn05287	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase	MetaCyc: PWY-7720 (ophiobolin F biosynthesis); PWY-7736 (stellatic acid biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SESTERTERPENOID-BIOSYNTHESIS (Sesterterpenoid Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis)
2.6.1.1	rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	"MetaCyc: ASPARAGINE-DEG (L-asparagine Degradation); ASPARAGINE-DEG1-PWY-1 (L-asparagine degradation III (mammalian)); ASPARTATE-DEG (L-aspartate Degradation); ASPARTATE-DEG1-PWY (L-aspartate degradation I); ASPARTATE-SYN (L-aspartate Biosynthesis); ASPARTATESYN-PWY (L-aspartate biosynthesis); ASPASN-PWY (superpathway of L-aspartate and L-asparagine biosynthesis); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); GLUTAMATE-DEG (L-glutamate Degradation); GLUTDEG-PWY (L-glutamate degradation II); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); ISOLEUCINE-SYN (L-isoleucine Biosynthesis); MALATE-ASPARTATE-SHUTTLE-PWY (L-aspartate degradation II); METHIONINE-SYN (L-methionine Biosynthesis); Metabolic-Clusters (Metabolic Clusters); Methionine-De-novo-Biosynthesis (L-methionine <i>De Novo</i> Biosynthesis); P4-PWY (superpathway of L-lysine, L-threonine and L-methionine biosynthesis I); PWY-3001 (superpathway of L-isoleucine biosynthesis I); PWY-5345 (superpathway of L-methionine biosynthesis (by sulfhydrylation)); PWY-5347 (superpathway of L-methionine biosynthesis (transsulfuration)); PWY-5913 (partial TCA cycle (obligate autotrophs)); PWY-6146 (<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism); PWY-7115 (C4 photosynthetic carbon assimilation cycle, NAD-ME type); PWY-7117 (C4 photosynthetic carbon assimilation cycle, PEPCK type); PWY-7383 (anaerobic energy metabolism (invertebrates, cytosol)); PWY-7389 (superpathway of anaerobic energy metabolism (invertebrates)); PWY0-781 (aspartate superpathway); Photosynthesis (); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation); TCA-VARIANTS (TCA cycle); THREONINE-BIOSYNTHESIS (L-threonine Biosynthesis); THRESYN-PWY (superpathway of L-threonine biosynthesis)|KEGG: rn00250 (Alanine, aspartate and glutamate metabolism); rn00710 (Carbon fixation in photosynthetic organisms); rn01110 (Biosynthesis of secondary metabolites); rn01200 (Carbon metabolism); rn01210 (2-Oxocarboxylic acid metabolism); rn01230 (Biosynthesis of amino acids)"
3.5.1.1|3.5.1.38	rxn00342	L-Asparagine amidohydrolase	"MetaCyc: ASPARAGINE-DEG (L-asparagine Degradation); ASPARAGINE-DEG1-PWY (L-asparagine degradation I); ASPARAGINE-DEG1-PWY-1 (L-asparagine degradation III (mammalian)); ASPASN-PWY (superpathway of L-aspartate and L-asparagine biosynthesis); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); Metabolic-Clusters (Metabolic Clusters); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation)|KEGG: rn00250 (Alanine, aspartate and glutamate metabolism); rn00460 (Cyanoamino acid metabolism); rn01110 (Biosynthesis of secondary metabolites)"
2.7.7.9	rxn00213	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	"MetaCyc: Ascorbate-Biosynthesis (Ascorbate Biosynthesis); CARBO-BIOSYNTHESIS (Sugar Biosynthesis); COLANSYN-PWY (colanic acid building blocks biosynthesis); Carbohydrates-Biosynthesis (Carbohydrate Biosynthesis); Carbohydrates-Degradation (Carbohydrate Degradation); Cell-Structure-Biosynthesis (Cell Structure Biosynthesis); Cell-Wall-Biosynthesis (Cell Wall Biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); Degradation (Degradation/Utilization/Assimilation); PWY-3801 (sucrose degradation II (sucrose synthase)); PWY-6415 (L-ascorbate biosynthesis V); PWY-6527 (stachyose degradation); PWY-7238 (sucrose biosynthesis II); PWY-7328 (superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis); PWY-7343 (UDP-&alpha;-D-glucose biosynthesis I); PWY-7345 (superpathway of anaerobic sucrose degradation); PWY-7817 (type I lipoteichoic acid biosynthesis (<i>S. aureus</i>)); SUCROSE-DEG (Sucrose Degradation); SUCSYN-PWY (sucrose biosynthesis I (from photosynthesis)); SUGAR-NUCLEOTIDES (Sugar Nucleotide Biosynthesis); Sucrose-Biosynthesis (Sucrose Biosynthesis); Sugars-And-Polysaccharides-Degradation (Sugar Degradation); Teichoic-Acids-Biosynthesis (Teichoic Acid Biosynthesis); UDP-Sugar-Biosynthesis (UDP-sugar Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00040 (Pentose and glucuronate interconversions); rn00052 (Galactose metabolism); rn00500 (Starch and sucrose metabolism); rn00520 (Amino sugar and nucleotide sugar metabolism); rn01110 (Biosynthesis of secondary metabolites)"
5.4.2.8	rxn01329	"D-mannose 6-phosphate 1,6-phosphomutase"	"MetaCyc: Ascorbate-Biosynthesis (Ascorbate Biosynthesis); CARBO-BIOSYNTHESIS (Sugar Biosynthesis); COLANSYN-PWY (colanic acid building blocks biosynthesis); Carbohydrates-Biosynthesis (Carbohydrate Biosynthesis); Carbohydrates-Degradation (Carbohydrate Degradation); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); Degradation (Degradation/Utilization/Assimilation); GDP-Sugar-Biosynthesis (GDP-sugar Biosynthesis); POLYSACCHARIDES-DEG (Polysaccharide Degradation); PWY-5659 (GDP-mannose biosynthesis); PWY-7323 (superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis); PWY-7456 (&beta;-(1,4)-mannan degradation); PWY-7586 (&beta;-1,4-D-mannosyl-<i>N</i>-acetyl-D-glucosamine degradation); PWY-882 (L-ascorbate biosynthesis I (L-galactose pathway)); Polymer-Degradation (Polymeric Compound Degradation); SUGAR-NUCLEOTIDES (Sugar Nucleotide Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00051 (Fructose and mannose metabolism); rn00520 (Amino sugar and nucleotide sugar metabolism); rn01110 (Biosynthesis of secondary metabolites)"
4.2.1.118	rxn01188	3-dehydroshikimate hydro-lyase	"MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Degradation (Degradation/Utilization/Assimilation); PWY-2504 (superpathway of aromatic compound degradation via 3-oxoadipate); PWY-6289 (petrobactin biosynthesis); PWY-6416 (quinate degradation II); PWY-6419 (shikimate degradation II); PWY-6954 (superpathway of aromatic compound degradation via 2-hydroxypentadienoate); QUINATEDEG-PWY (quinate degradation I); Quinate-Degradation (Quinate Degradation); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SHIKIMATEDEG-PWY (shikimate degradation I); Shikimate-Degradation (Shikimate Degradation); Siderophores-Biosynthesis (Siderophore Biosynthesis)|KEGG: rn00400 (Phenylalanine, tyrosine and tryptophan biosynthesis); rn01110 (Biosynthesis of secondary metabolites)"
3.5.2.17	rxn04453	5-hydroxyisourate amidohydrolase	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Degradation (Degradation/Utilization/Assimilation); P165-PWY (superpathway of purines degradation in plants); PWY-5691 (urate conversion to allantoin I); PWY-7394 (urate conversion to allantoin II); PWY-7849 (urate conversion to allantoin III); Polyamine-Biosynthesis (Amine and Polyamine Biosynthesis); URSIN-PWY (ureide biosynthesis); Urate-Degradation (Urate Degradation)|KEGG: rn00230 (Purine metabolism)
3.5.4.3	rxn01225	Guanine aminohydrolase	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); Guanosine-Nucleotides-Degradation (Guanosine Nucleotide Degradation); NUCLEO-DEG (Nucleoside and Nucleotide Degradation); P164-PWY (purine nucleobases degradation I (anaerobic)); P165-PWY (superpathway of purines degradation in plants); PWY-5044 (purine nucleotides degradation I (plants)); PWY-5497 (purine nucleobases degradation II (anaerobic)); PWY-6353 (purine nucleotides degradation II (aerobic)); PWY-6595 (superpathway of guanosine nucleotides degradation (plants)); PWY-6606 (guanosine nucleotides degradation II); PWY-6608 (guanosine nucleotides degradation III); Purine-Degradation (Purine Nucleotide Degradation); Urate-Degradation (Urate Degradation)|KEGG: rn00230 (Purine metabolism)
1.3.1.62	rxn03622	pimeloyl-CoA:NAD+ oxidoreductase	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Benzoyl-CoA-Degradation (Benzoyl-CoA Degradation); Degradation (Degradation/Utilization/Assimilation); P321-PWY (benzoyl-CoA degradation III (anaerobic))|KEGG: rn00362 (Benzoate degradation)
4.2.1.-	rxn03880	R05601	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Benzoyl-CoA-Degradation (Benzoyl-CoA Degradation); Degradation (Degradation/Utilization/Assimilation); P321-PWY (benzoyl-CoA degradation III (anaerobic))|KEGG: rn00362 (Benzoate degradation)
1.13.11.2	rxn00587	"Catechol:oxygen 2,3-oxidoreductase (decyclizing)"	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Benzoate-Degradation (Benzoate Degradation); Catechol-Degradation (Catechol Degradation); Degradation (Degradation/Utilization/Assimilation); MANDELATE-DEG (Mandelate Degradation); P183-PWY (catechol degradation to 2-hydroxypentadienoate I); PWY-2504 (superpathway of aromatic compound degradation via 3-oxoadipate); PWY-5178 (toluene degradation IV (aerobic) (via catechol)); PWY-5183 (superpathway of aerobic toluene degradation); PWY-5415 (catechol degradation I (<I>meta</I>-cleavage pathway)); PWY-5419 (catechol degradation to 2-hydroxypentadienoate II); PWY-5420 (catechol degradation II (<I>meta</I>-cleavage pathway)); PWY-5430 (<i>meta</i> cleavage pathway of aromatic compounds); PWY-6954 (superpathway of aromatic compound degradation via 2-hydroxypentadienoate); PWY-6956 (naphthalene degradation to acetyl-CoA); PWY-6957 (mandelate degradation to acetyl-CoA); TOLUENE-DEG (Toluene Degradation)|KEGG: rn00362 (Benzoate degradation); rn01220 (Degradation of aromatic compounds)
1.1.1.259	rxn03617	3-hydroxypimeloyl-CoA:NAD+ oxidoreductase	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); BENZCOA-PWY (anaerobic aromatic compound degradation (<i>Thauera aromatica</i>)); Benzoyl-CoA-Degradation (Benzoyl-CoA Degradation); CENTBENZCOA-PWY (benzoyl-CoA degradation II (anaerobic)); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); P321-PWY (benzoyl-CoA degradation III (anaerobic)); PWY-5184 (toluene degradation VI (anaerobic)); PWY-7401 (crotonate fermentation (to acetate and cyclohexane carboxylate)); PWY-7402 (benzoate fermentation (to acetate and cyclohexane carboxylate)); TOLUENE-DEG (Toluene Degradation)|KEGG: rn00362 (Benzoate degradation)
2.3.1.-	rxn03866	R05586	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); BENZCOA-PWY (anaerobic aromatic compound degradation (<i>Thauera aromatica</i>)); Benzoyl-CoA-Degradation (Benzoyl-CoA Degradation); CENTBENZCOA-PWY (benzoyl-CoA degradation II (anaerobic)); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); P321-PWY (benzoyl-CoA degradation III (anaerobic)); PWY-5184 (toluene degradation VI (anaerobic)); PWY-7401 (crotonate fermentation (to acetate and cyclohexane carboxylate)); PWY-7402 (benzoate fermentation (to acetate and cyclohexane carboxylate)); TOLUENE-DEG (Toluene Degradation)|KEGG: rn00362 (Benzoate degradation)
3.7.1.3	rxn00728	L-Kynurenine hydrolase	"MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); PWY-2504 (superpathway of aromatic compound degradation via 3-oxoadipate); PWY-6309 (L-tryptophan degradation XI (mammalian, via kynurenine)); PWY-6505 (L-tryptophan degradation XII (Geobacillus)); PWY-6954 (superpathway of aromatic compound degradation via 2-hydroxypentadienoate); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation); TRPCAT-PWY (L-tryptophan degradation I (via anthranilate)); TRYPTOPHAN-DEG (L-tryptophan Degradation)|KEGG: rn00380 (Tryptophan metabolism)"
4.2.1.-|4.2.1.17|4.2.1.55	rxn02167	(S)-3-Hydroxybutanoyl-CoA hydro-lyase	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Acetate-Formation (Fermentation to Acetate); Acetyl-CoA-Butyrate (Fermentation to Butanoate); Alcohol-Biosynthesis (Fermentation to Alcohols); Amino-Acid-Degradation (Amino Acid Degradation); Autotrophic-CO2-Fixation (Autotrophic CO<sub>2</sub> Fixation); C1-COMPOUNDS (C1 Compound Utilization and Assimilation); CARBOXYLATES-DEG (Carboxylate Degradation); CENTFERM-PWY (pyruvate fermentation to butanoate); CO2-Fixation (CO<sub>2</sub> Fixation); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); Fermentation-to-Acids (Fermentation to Short-Chain Fatty Acids); GALLATE-DEG (Gallate Degradation); GLUDEG-II-PWY (L-glutamate degradation VII (to butanoate)); GLUTAMATE-DEG (L-glutamate Degradation); P162-PWY (L-glutamate degradation V (via hydroxyglutarate)); P3-PWY (gallate degradation III (anaerobic)); PWY-5177 (glutaryl-CoA degradation); PWY-5184 (toluene degradation VI (anaerobic)); PWY-5789 (3-hydroxypropanoate/4-hydroxybutanate cycle); PWY-6583 (pyruvate fermentation to butanol I); PWY-6590 (superpathway of <i>Clostridium acetobutylicum</i> acidogenic fermentation); PWY-6594 (superpathway of <i>Clostridium acetobutylicum</i> solventogenic fermentation); PWY-6604 (superpathway of <i>Clostridium acetobutylicum</i> acidogenic and solventogenic fermentation); PWY-6863 (pyruvate fermentation to hexanol (engineered)); PWY-6883 (pyruvate fermentation to butanol II (engineered)); PWY-6886 (1-butanol autotrophic biosynthesis (engineered)); PWY-7003 (glycerol degradation to butanol); PWY-7401 (crotonate fermentation (to acetate and cyclohexane carboxylate)); PWY-7402 (benzoate fermentation (to acetate and cyclohexane carboxylate)); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation); Pyruvate-Butanol-Fermentation (Pyruvate Fermentation to Butanol); Pyruvate-Degradation (Fermentation of Pyruvate); TOLUENE-DEG (Toluene Degradation); TRYPTOPHAN-DEG (L-tryptophan Degradation); TRYPTOPHAN-DEGRADATION-1 (L-tryptophan degradation III (eukaryotic))|KEGG: rn00071 (Fatty acid degradation); rn00310 (Lysine degradation); rn00362 (Benzoate degradation); rn00380 (Tryptophan metabolism); rn00627 (Aminobenzoate degradation); rn00650 (Butanoate metabolism); rn00720 (Carbon fixation pathways in prokaryotes); rn01200 (Carbon metabolism); rn01212 (Fatty acid metabolism)
1.1.1.211|1.1.1.35	rxn01451	(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Acetate-Formation (Fermentation to Acetate); Acetyl-CoA-Butyrate (Fermentation to Butanoate); Alcohol-Biosynthesis (Fermentation to Alcohols); Alkene-Degradation (Alkene Degradation); Amino-Acid-Degradation (Amino Acid Degradation); Autotrophic-CO2-Fixation (Autotrophic CO<sub>2</sub> Fixation); C1-COMPOUNDS (C1 Compound Utilization and Assimilation); CARBOXYLATES-DEG (Carboxylate Degradation); CENTFERM-PWY (pyruvate fermentation to butanoate); CO2-Fixation (CO<sub>2</sub> Fixation); Carbohydrates-Degradation (Carbohydrate Degradation); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); Fermentation-to-Acids (Fermentation to Short-Chain Fatty Acids); GLUDEG-II-PWY (L-glutamate degradation VII (to butanoate)); GLUTAMATE-DEG (L-glutamate Degradation); P162-PWY (L-glutamate degradation V (via hydroxyglutarate)); PWY-5177 (glutaryl-CoA degradation); PWY-5184 (toluene degradation VI (anaerobic)); PWY-5789 (3-hydroxypropanoate/4-hydroxybutanate cycle); PWY-6583 (pyruvate fermentation to butanol I); PWY-6590 (superpathway of <i>Clostridium acetobutylicum</i> acidogenic fermentation); PWY-6594 (superpathway of <i>Clostridium acetobutylicum</i> solventogenic fermentation); PWY-6604 (superpathway of <i>Clostridium acetobutylicum</i> acidogenic and solventogenic fermentation); PWY-6863 (pyruvate fermentation to hexanol (engineered)); PWY-6883 (pyruvate fermentation to butanol II (engineered)); PWY-6886 (1-butanol autotrophic biosynthesis (engineered)); PWY-7003 (glycerol degradation to butanol); PWY-7216 ((R)- and (S)-3-hydroxybutanoate biosynthesis (engineered)); PWY-7218 (photosynthetic 3-hydroxybutanoate biosynthesis (engineered)); PWY-7401 (crotonate fermentation (to acetate and cyclohexane carboxylate)); PWY-7402 (benzoate fermentation (to acetate and cyclohexane carboxylate)); PWY-7778 (2-methylpropene degradation); PWY-7779 (methyl <i>tert</i>-butyl ether degradation); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation); Pyruvate-Butanol-Fermentation (Pyruvate Fermentation to Butanol); Pyruvate-Degradation (Fermentation of Pyruvate); Storage-Compounds-Biosynthesis (Storage Compound Biosynthesis); TOLUENE-DEG (Toluene Degradation); TRYPTOPHAN-DEG (L-tryptophan Degradation); TRYPTOPHAN-DEGRADATION-1 (L-tryptophan degradation III (eukaryotic))|KEGG: rn00071 (Fatty acid degradation); rn00310 (Lysine degradation); rn00380 (Tryptophan metabolism); rn00650 (Butanoate metabolism); rn00720 (Carbon fixation pathways in prokaryotes); rn01200 (Carbon metabolism); rn01212 (Fatty acid metabolism)
2.7.2.11	rxn00179	ATP:L-glutamate 5-phosphotransferase	MetaCyc: ARGININE-SYN4-PWY (L-ornithine biosynthesis II); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); CITRULBIO-PWY (L-citrulline biosynthesis); Citrulline-Biosynthesis (L-citrulline Biosynthesis); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); L-Ornithine-Biosynthesis (L-Ornithine Biosynthesis); Other-Amino-Acid-Biosynthesis (Other Amino Acid Biosynthesis); PROLINE-SYN (L-proline Biosynthesis); PROSYN-PWY (L-proline biosynthesis I); PWY-3341 (L-proline biosynthesis III); PWY-5004 (superpathway of L-citrulline metabolism); PWY-6922 (L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis)|KEGG: rn00330 (Arginine and proline metabolism); rn01230 (Biosynthesis of amino acids)
1.2.1.41	rxn02373	L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)	MetaCyc: ARGININE-SYN4-PWY (L-ornithine biosynthesis II); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); CITRULBIO-PWY (L-citrulline biosynthesis); Citrulline-Biosynthesis (L-citrulline Biosynthesis); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); L-Ornithine-Biosynthesis (L-Ornithine Biosynthesis); Other-Amino-Acid-Biosynthesis (Other Amino Acid Biosynthesis); PROLINE-SYN (L-proline Biosynthesis); PROSYN-PWY (L-proline biosynthesis I); PWY-3341 (L-proline biosynthesis III); PWY-5004 (superpathway of L-citrulline metabolism); PWY-6922 (L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis)|KEGG: rn00330 (Arginine and proline metabolism); rn01230 (Biosynthesis of amino acids)
3.5.1.96	rxn00291	N-succinyl-L-glutamate amidohydrolase	MetaCyc: ARGININE-DEG (L-arginine Degradation); AST-PWY (L-arginine degradation II (AST pathway)); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation)|KEGG: rn00330 (Arginine and proline metabolism)
2.3.1.109	rxn00601	succinyl-CoA:L-arginine N2-succinyltransferase	MetaCyc: ARGININE-DEG (L-arginine Degradation); AST-PWY (L-arginine degradation II (AST pathway)); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation)|KEGG: rn00330 (Arginine and proline metabolism)
2.6.1.69|3.5.3.23	rxn02927	N2-succinyl-L-arginine iminohydrolase (decarboxylating)	MetaCyc: ARGININE-DEG (L-arginine Degradation); AST-PWY (L-arginine degradation II (AST pathway)); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation)|KEGG: rn00330 (Arginine and proline metabolism)
1.2.1.-|1.2.1.71	rxn03422	N-succinyl-L-glutamate 5-semialdehyde:NAD+ oxidoreductase	MetaCyc: ARGININE-DEG (L-arginine Degradation); AST-PWY (L-arginine degradation II (AST pathway)); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation)|KEGG: rn00330 (Arginine and proline metabolism)
3.5.1.53	rxn00853	N-Carbamoylputrescine amidohydrolase	MetaCyc: ARGDEG-III-PWY (L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)); ARGININE-DEG (L-arginine Degradation); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); POLYAMINSYN3-PWY (superpathway of polyamine biosynthesis II); PWY-43 (putrescine biosynthesis II); Polyamine-Biosynthesis (Amine and Polyamine Biosynthesis); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation); Putrescine-Biosynthesis (Putrescine Biosynthesis)|KEGG: rn00330 (Arginine and proline metabolism)
3.5.3.12	rxn01029	Agmatine iminohydrolase	MetaCyc: ARGDEG-III-PWY (L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)); ARGININE-DEG (L-arginine Degradation); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); POLYAMINSYN3-PWY (superpathway of polyamine biosynthesis II); PWY-43 (putrescine biosynthesis II); Polyamine-Biosynthesis (Amine and Polyamine Biosynthesis); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation); Putrescine-Biosynthesis (Putrescine Biosynthesis)|KEGG: rn00330 (Arginine and proline metabolism)
1.2.1.38	rxn02465	N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)	MetaCyc: ARG+POLYAMINE-SYN (superpathway of arginine and polyamine biosynthesis); ARGININE-SYN (L-arginine Biosynthesis); ARGSYN-PWY (L-arginine biosynthesis I (via L-ornithine)); ARGSYNBSUB-PWY (L-arginine biosynthesis II (acetyl cycle)); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); GLUTORN-PWY (L-ornithine biosynthesis I); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); L-Ornithine-Biosynthesis (L-Ornithine Biosynthesis); Other-Amino-Acid-Biosynthesis (Other Amino Acid Biosynthesis); PWY-5154 (L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)); Polyamine-Biosynthesis (Amine and Polyamine Biosynthesis)|KEGG: rn00330 (Arginine and proline metabolism); rn01110 (Biosynthesis of secondary metabolites); rn01210 (2-Oxocarboxylic acid metabolism); rn01230 (Biosynthesis of amino acids)
