locus_tag_from_mut_lib,protein_accession,locus_tag_from_model
MIT1002_02817,WP_014950193.1,TK37_RS12670
MIT1002_02818,WP_197047977.1,
MIT1002_02819,WP_049588002.1,TK37_RS12660
MIT1002_02820,WP_014950196.1,TK37_RS12655
MIT1002_02821,WP_014977050.1,TK37_RS12650
MIT1002_02822,WP_049588000.1,TK37_RS12645
MIT1002_02823,WP_014950199.1,TK37_RS12640
MIT1002_02824,WP_014950200.1,TK37_RS12635
MIT1002_02825,WP_049587998.1,TK37_RS12630
MIT1002_02826,WP_049587997.1,TK37_RS12625
MIT1002_02827,WP_049587996.1,TK37_RS12620
MIT1002_02828,WP_049588023.1,TK37_RS12615
MIT1002_02829,WP_049587995.1,TK37_RS12610
MIT1002_02830,WP_049587993.1,TK37_RS12605
MIT1002_02831,WP_049587992.1,TK37_RS12600
MIT1002_02832,WP_049587990.1,TK37_RS12595
MIT1002_02833,WP_049587987.1,TK37_RS12590
MIT1002_02834,WP_014977059.1,TK37_RS12585
MIT1002_02835,WP_049587985.1,TK37_RS12580
MIT1002_02836,WP_049587983.1,TK37_RS12575
MIT1002_02837,WP_049587982.1,TK37_RS12570
MIT1002_02838,WP_160314210.1,TK37_RS12565
MIT1002_02839,WP_049587979.1,TK37_RS12560
MIT1002_02840,WP_049587978.1,TK37_RS12555
MIT1002_02841,WP_049587977.1,
MIT1002_02842,WP_049587976.1,TK37_RS12545
MIT1002_02843,WP_197047978.1,
MIT1002_02844,WP_049587974.1,TK37_RS12535
MIT1002_02845,WP_049587972.1,TK37_RS12530
MIT1002_02846,WP_049587970.1,TK37_RS12525
MIT1002_02847,WP_049587968.1,TK37_RS12520
MIT1002_02848,WP_049587966.1,TK37_RS12515
MIT1002_02849,WP_231514308.1,
MIT1002_02851,WP_020743977.1,TK37_RS09175
MIT1002_02852,WP_049587210.1,TK37_RS09170
MIT1002_02853,WP_049587209.1,TK37_RS09165
MIT1002_02854,WP_049587207.1,TK37_RS09160
MIT1002_02855,WP_231514309.1,
MIT1002_02856,WP_049587204.1,TK37_RS09150
MIT1002_02857,WP_049587203.1,TK37_RS09145
MIT1002_02858,WP_049587201.1,TK37_RS09140
MIT1002_02859,WP_049587199.1,TK37_RS09135
MIT1002_02860,WP_049587198.1,TK37_RS09130
MIT1002_02861,WP_049587197.1,TK37_RS09125
MIT1002_02863,WP_049587195.1,TK37_RS09115
MIT1002_02864,WP_049587193.1,TK37_RS09110
MIT1002_02865,WP_049587191.1,TK37_RS09105
MIT1002_02866,WP_053103815.1,TK37_RS09100
MIT1002_02867,WP_049587190.1,TK37_RS09095
MIT1002_02868,WP_049587188.1,TK37_RS09090
MIT1002_02869,WP_053103814.1,TK37_RS09085
MIT1002_02870,WP_049587187.1,TK37_RS09080
MIT1002_02871,WP_049587185.1,TK37_RS09075
MIT1002_02872,WP_049587184.1,TK37_RS09070
MIT1002_02873,WP_049587182.1,TK37_RS09065
MIT1002_02874,WP_049587181.1,TK37_RS09060
MIT1002_02875,WP_049587212.1,TK37_RS09055
MIT1002_02876,WP_049587179.1,TK37_RS09050
MIT1002_02877,WP_049587177.1,TK37_RS09045
MIT1002_02878,WP_049587175.1,TK37_RS09040
MIT1002_02879,WP_049587174.1,TK37_RS09035
MIT1002_02880,WP_049587172.1,TK37_RS09030
MIT1002_02881,WP_014950254.1,TK37_RS09025
MIT1002_02883,WP_014950255.1,TK37_RS09020
MIT1002_02884,WP_014979895.1,TK37_RS09015
MIT1002_02885,WP_049587170.1,TK37_RS09010
MIT1002_02886,WP_049587169.1,TK37_RS09005
MIT1002_02887,WP_049587167.1,TK37_RS09000
MIT1002_02888,WP_049587166.1,TK37_RS08995
MIT1002_02889,WP_014950261.1,TK37_RS08990
MIT1002_02890,WP_049587165.1,TK37_RS08985
MIT1002_02891,WP_049587163.1,TK37_RS08980
MIT1002_02892,WP_049587161.1,TK37_RS08975
MIT1002_02893,WP_014950265.1,TK37_RS08970
MIT1002_02894,WP_049587159.1,TK37_RS08965
MIT1002_02895,WP_014950268.1,TK37_RS08960
MIT1002_02896,WP_049587158.1,TK37_RS08955
MIT1002_02897,WP_049587157.1,TK37_RS08950
MIT1002_02898,WP_014977114.1,TK37_RS08945
MIT1002_02899,WP_049587156.1,TK37_RS08940
MIT1002_02900,WP_014977116.1,TK37_RS08935
MIT1002_02901,WP_014950274.1,TK37_RS08930
MIT1002_02902,WP_049587155.1,TK37_RS08925
MIT1002_02903,WP_235437061.1,
MIT1002_02904,WP_168463548.1,
MIT1002_02905,WP_049587152.1,TK37_RS08915
MIT1002_02906,WP_049587151.1,TK37_RS08910
MIT1002_02907,WP_049587149.1,TK37_RS08905
MIT1002_02908,WP_014950281.1,TK37_RS08900
MIT1002_02909,WP_049587147.1,TK37_RS08895
MIT1002_02910,WP_049587146.1,TK37_RS08890
MIT1002_02911,WP_014979915.1,TK37_RS08885
MIT1002_02912,WP_049587143.1,TK37_RS08880
MIT1002_02913,WP_049587142.1,TK37_RS08875
MIT1002_02914,WP_049587211.1,TK37_RS08870
MIT1002_02915,WP_049587140.1,TK37_RS08865
MIT1002_02916,WP_014950289.1,TK37_RS08860
MIT1002_02917,WP_014950290.1,TK37_RS08855
MIT1002_02918,WP_049587139.1,TK37_RS08850
MIT1002_02919,WP_049587138.1,TK37_RS08845
MIT1002_02920,WP_049587872.1,TK37_RS12225
MIT1002_02921,WP_049587873.1,TK37_RS12230
MIT1002_02922,WP_049587961.1,TK37_RS12235
MIT1002_02923,WP_049587874.1,TK37_RS12240
MIT1002_02924,WP_049587876.1,TK37_RS12245
MIT1002_02925,WP_014950296.1,TK37_RS12250
MIT1002_02926,WP_049587878.1,TK37_RS12255
MIT1002_02927,WP_049587880.1,TK37_RS12260
MIT1002_02928,WP_231514312.1,
MIT1002_02929,WP_014950300.1,TK37_RS12270
MIT1002_02930,WP_231514313.1,
MIT1002_02931,WP_039228167.1,TK37_RS12280
MIT1002_02932,WP_049587884.1,TK37_RS12285
MIT1002_02933,WP_049587886.1,TK37_RS12290
MIT1002_02934,WP_231514315.1,
MIT1002_02935,WP_049587891.1,TK37_RS12300
MIT1002_02936,WP_049587892.1,TK37_RS12305
MIT1002_02937,WP_049587894.1,TK37_RS12310
MIT1002_02938,WP_049587896.1,TK37_RS12315
MIT1002_02939,WP_049587898.1,TK37_RS12320
MIT1002_02940,WP_049587899.1,TK37_RS12325
MIT1002_02941,WP_049587901.1,TK37_RS12330
MIT1002_02942,WP_049587902.1,TK37_RS12335
MIT1002_02943,WP_080986430.1,TK37_RS12340
MIT1002_02944,WP_049587905.1,TK37_RS12345
MIT1002_02945,WP_049587907.1,TK37_RS12350
MIT1002_02946,WP_049587909.1,TK37_RS12355
MIT1002_02947,WP_049587912.1,TK37_RS12365
MIT1002_02948,WP_049587913.1,TK37_RS12370
MIT1002_02949,WP_039232321.1,TK37_RS12375
MIT1002_02950,WP_049587915.1,TK37_RS12380
MIT1002_02951,WP_039228102.1,TK37_RS12385
MIT1002_02952,WP_049587917.1,TK37_RS12390
MIT1002_02953,WP_014977175.1,TK37_RS12395
MIT1002_02954,WP_049587919.1,TK37_RS12400
MIT1002_02955,WP_049587921.1,TK37_RS12405
MIT1002_02956,WP_049587923.1,TK37_RS12410
MIT1002_02957,WP_049587924.1,TK37_RS12415
MIT1002_02958,WP_049587926.1,TK37_RS12420
MIT1002_02959,WP_049587929.1,TK37_RS12425
MIT1002_02960,WP_049587934.1,TK37_RS12430
MIT1002_02961,WP_049587937.1,TK37_RS12435
MIT1002_02962,WP_049587939.1,TK37_RS12440
MIT1002_02963,WP_049587941.1,TK37_RS12445
MIT1002_02964,WP_014950351.1,TK37_RS12450
MIT1002_02965,WP_049587944.1,TK37_RS12455
MIT1002_02966,WP_049587946.1,TK37_RS12460
MIT1002_02967,WP_231514316.1,
MIT1002_02968,WP_049587949.1,TK37_RS12470
MIT1002_02969,WP_049587951.1,TK37_RS12475
MIT1002_02970,WP_049587953.1,TK37_RS12480
MIT1002_02971,WP_049587964.1,TK37_RS12485
MIT1002_02972,WP_014950360.1,TK37_RS12490
MIT1002_02973,WP_049587956.1,TK37_RS12495
MIT1002_02974,WP_049587958.1,TK37_RS12500
MIT1002_02979,WP_049586110.1,TK37_RS03580
MIT1002_02980,WP_049586109.1,TK37_RS03575
MIT1002_02981,WP_049586108.1,TK37_RS03570
MIT1002_02982,WP_049586106.1,TK37_RS03565
MIT1002_02983,WP_049586104.1,TK37_RS03560
MIT1002_02984,WP_049586102.1,TK37_RS03555
MIT1002_02985,WP_039218554.1,TK37_RS03550
MIT1002_02988,WP_039218556.1,TK37_RS03540
MIT1002_02989,WP_014977204.1,TK37_RS03535
MIT1002_02990,WP_049586100.1,TK37_RS03530
MIT1002_02991,WP_049586117.1,
MIT1002_02992,WP_049586099.1,TK37_RS03520
MIT1002_02993,WP_049586098.1,TK37_RS03515
MIT1002_02994,WP_049586096.1,TK37_RS03510
MIT1002_02995,WP_049586095.1,TK37_RS03505
MIT1002_02996,WP_049586094.1,TK37_RS03500
MIT1002_02997,WP_014950391.1,TK37_RS03490
MIT1002_02998,WP_049586092.1,TK37_RS03485
MIT1002_02999,WP_014950392.1,TK37_RS03480
MIT1002_03000,WP_049586090.1,TK37_RS03475
MIT1002_03001,WP_049586089.1,TK37_RS03470
MIT1002_03002,WP_049586087.1,TK37_RS03465
MIT1002_03003,WP_049586085.1,TK37_RS03460
MIT1002_03004,WP_014950397.1,TK37_RS03455
MIT1002_03005,WP_049586084.1,TK37_RS03450
MIT1002_03006,WP_049586083.1,TK37_RS03445
MIT1002_03007,WP_014950400.1,TK37_RS03440
MIT1002_03008,WP_049586081.1,TK37_RS03435
MIT1002_03009,WP_231514363.1,
MIT1002_03010,WP_049586077.1,TK37_RS03425
MIT1002_03011,WP_049586076.1,TK37_RS03420
MIT1002_03012,WP_049586074.1,TK37_RS03415
MIT1002_03013,WP_049586072.1,TK37_RS03410
MIT1002_03014,WP_049586071.1,TK37_RS03405
MIT1002_03015,WP_049586069.1,TK37_RS03400
MIT1002_03016,WP_049586068.1,TK37_RS03395
MIT1002_03017,WP_049586066.1,TK37_RS03390
MIT1002_03018,WP_014950422.1,TK37_RS03385
MIT1002_03019,WP_049586065.1,TK37_RS03380
MIT1002_03020,WP_014980042.1,TK37_RS03375
MIT1002_03021,WP_014980043.1,TK37_RS03370
MIT1002_03022,WP_049586063.1,TK37_RS03365
MIT1002_03023,WP_049586061.1,TK37_RS03360
MIT1002_03024,WP_049586058.1,TK37_RS03355
MIT1002_03025,WP_049586056.1,TK37_RS03350
MIT1002_03026,WP_049586055.1,TK37_RS03345
MIT1002_03027,WP_049586054.1,TK37_RS03340
MIT1002_03028,WP_014950432.1,TK37_RS03335
MIT1002_03029,WP_049586053.1,TK37_RS03330
MIT1002_03030,WP_049586052.1,TK37_RS03325
MIT1002_03031,WP_049586051.1,TK37_RS03320
MIT1002_03032,WP_014950436.1,TK37_RS03315
MIT1002_03033,WP_014950437.1,TK37_RS03310
MIT1002_03034,WP_012519465.1,TK37_RS03305
MIT1002_03035,WP_049586050.1,TK37_RS03300
MIT1002_03036,WP_014950439.1,TK37_RS03295
MIT1002_03037,WP_049586049.1,
MIT1002_03038,WP_049586048.1,TK37_RS03285
MIT1002_03039,WP_049586047.1,TK37_RS03280
MIT1002_03040,WP_039227932.1,TK37_RS03275
MIT1002_03041,WP_039228187.1,TK37_RS03270
MIT1002_03042,WP_170826514.1,
MIT1002_03043,WP_014950446.1,TK37_RS03260
MIT1002_03044,WP_014950447.1,TK37_RS03255
MIT1002_03045,WP_014950448.1,TK37_RS03250
MIT1002_03046,WP_049586046.1,TK37_RS03245
MIT1002_03047,WP_014977236.1,TK37_RS03240
MIT1002_03048,WP_014950451.1,TK37_RS03235
MIT1002_03049,WP_049586045.1,TK37_RS03230
MIT1002_03050,WP_049586044.1,TK37_RS03225
MIT1002_03051,WP_049586043.1,TK37_RS03220
MIT1002_03052,WP_014950456.1,TK37_RS03215
MIT1002_03053,WP_049586042.1,TK37_RS03210
MIT1002_03054,WP_014980069.1,TK37_RS03205
MIT1002_03055,WP_049586041.1,TK37_RS03200
MIT1002_03056,WP_049586040.1,TK37_RS03195
MIT1002_03057,WP_014980071.1,TK37_RS03190
MIT1002_03058,WP_049586039.1,TK37_RS03185
MIT1002_03059,WP_014977241.1,TK37_RS03180
MIT1002_03060,WP_014950464.1,TK37_RS03175
MIT1002_03061,WP_049586038.1,TK37_RS03170
MIT1002_03062,WP_049586037.1,TK37_RS03165
MIT1002_03063,WP_014950467.1,TK37_RS03160
MIT1002_03064,WP_049586036.1,TK37_RS03155
MIT1002_03065,WP_049586035.1,TK37_RS03150
MIT1002_03066,WP_014950470.1,TK37_RS03145
MIT1002_03067,WP_049586034.1,TK37_RS03140
MIT1002_03068,WP_049586033.1,TK37_RS03135
MIT1002_03069,WP_049586032.1,TK37_RS03130
MIT1002_03070,WP_049586031.1,TK37_RS03125
MIT1002_03071,WP_049586029.1,TK37_RS03115
MIT1002_03072,WP_014950476.1,TK37_RS03110
MIT1002_03073,WP_049586028.1,TK37_RS03105
MIT1002_03074,WP_080589203.1,
MIT1002_03075,WP_039232054.1,TK37_RS03095
MIT1002_03076,WP_049586027.1,TK37_RS03090
MIT1002_03077,WP_049586026.1,TK37_RS03085
MIT1002_03078,WP_139308981.1,TK37_RS21095
MIT1002_03080,WP_039226298.1,TK37_RS03075
MIT1002_03081,WP_049586025.1,TK37_RS03070
MIT1002_03082,WP_012519516.1,TK37_RS20730
MIT1002_03083,WP_049586024.1,TK37_RS03065
MIT1002_03084,WP_049586023.1,TK37_RS03060
MIT1002_03085,WP_014950486.1,TK37_RS03055
MIT1002_03086,WP_049586022.1,TK37_RS03050
MIT1002_03087,WP_049586021.1,TK37_RS03045
MIT1002_03088,WP_049586020.1,TK37_RS03040
MIT1002_03089,WP_049586019.1,TK37_RS03035
MIT1002_03090,WP_049586018.1,TK37_RS03030
MIT1002_03091,WP_049586017.1,TK37_RS03025
MIT1002_03092,WP_049586016.1,TK37_RS03020
MIT1002_03093,WP_152910866.1,TK37_RS03015
MIT1002_03094,WP_014980115.1,TK37_RS03010
MIT1002_03095,WP_230598776.1,
MIT1002_03096,WP_049586015.1,TK37_RS03000
MIT1002_03097,WP_014950502.1,TK37_RS02995
MIT1002_03098,WP_049586014.1,TK37_RS02990
MIT1002_03099,WP_039226261.1,TK37_RS02985
MIT1002_03100,WP_049586013.1,TK37_RS02980
MIT1002_03101,WP_049586012.1,TK37_RS02975
MIT1002_03102,WP_049586011.1,TK37_RS02970
MIT1002_03103,WP_014950508.1,TK37_RS02965
MIT1002_03104,WP_049586010.1,TK37_RS02960
MIT1002_03105,WP_049586009.1,TK37_RS02955
MIT1002_03106,WP_231514318.1,
MIT1002_03108,WP_039226244.1,TK37_RS19570
MIT1002_03109,WP_014950514.1,TK37_RS19575
MIT1002_03110,WP_049589071.1,TK37_RS19580
MIT1002_03111,WP_049589061.1,TK37_RS19585
MIT1002_03112,WP_049589062.1,TK37_RS19590
MIT1002_03113,WP_014980129.1,TK37_RS19595
MIT1002_03114,WP_049589063.1,TK37_RS19600
MIT1002_03115,WP_049589072.1,TK37_RS19605
MIT1002_03116,WP_014977256.1,TK37_RS19610
MIT1002_03117,WP_014950522.1,TK37_RS19615
MIT1002_03118,WP_049589064.1,TK37_RS19620
MIT1002_03119,WP_014950524.1,TK37_RS19625
MIT1002_03120,WP_049589065.1,TK37_RS19630
MIT1002_03121,WP_014950526.1,TK37_RS19635
MIT1002_03122,WP_049589066.1,TK37_RS19640
MIT1002_03123,WP_049589067.1,TK37_RS19645
MIT1002_03124,WP_014950529.1,TK37_RS19650
MIT1002_03125,WP_049589068.1,TK37_RS19655
MIT1002_03126,WP_049589069.1,TK37_RS19660
MIT1002_03128,WP_014977261.1,TK37_RS13100
MIT1002_03129,WP_049588089.1,TK37_RS13105
MIT1002_03130,WP_049588091.1,TK37_RS13110
MIT1002_03131,WP_049588093.1,TK37_RS13115
MIT1002_03132,WP_049588095.1,TK37_RS13120
MIT1002_03133,WP_049588096.1,TK37_RS13125
MIT1002_03134,WP_049588098.1,TK37_RS13130
MIT1002_03135,WP_049588101.1,TK37_RS13135
MIT1002_03136,WP_049588103.1,TK37_RS13140
MIT1002_03137,WP_014950541.1,TK37_RS13145
MIT1002_03138,WP_049588105.1,TK37_RS13150
MIT1002_03139,WP_014950543.1,TK37_RS13155
MIT1002_03140,WP_012519580.1,TK37_RS13160
MIT1002_03141,WP_014980147.1,TK37_RS13165
MIT1002_03142,WP_049588108.1,TK37_RS13170
MIT1002_03143,WP_014950548.1,TK37_RS13175
MIT1002_03144,WP_049588109.1,TK37_RS13180
MIT1002_03145,WP_170826515.1,
MIT1002_03146,WP_014950551.1,TK37_RS13190
MIT1002_03147,WP_014950552.1,TK37_RS13195
MIT1002_03148,WP_049588110.1,TK37_RS13200
MIT1002_03149,WP_049588112.1,TK37_RS13205
MIT1002_03150,WP_014980153.1,TK37_RS13210
MIT1002_03151,WP_014950559.1,TK37_RS13215
MIT1002_03152,WP_049588114.1,TK37_RS13220
MIT1002_03153,WP_049588115.1,TK37_RS13225
MIT1002_03154,WP_049588117.1,TK37_RS13230
MIT1002_03155,WP_049588118.1,TK37_RS13235
MIT1002_03156,WP_375342101.1,
MIT1002_03157,WP_049588122.1,TK37_RS13245
MIT1002_03158,WP_014950566.1,TK37_RS13250
MIT1002_03159,WP_049588124.1,TK37_RS13255
MIT1002_03160,WP_049588126.1,TK37_RS13260
MIT1002_03161,WP_049588128.1,TK37_RS13265
MIT1002_03162,WP_014950570.1,TK37_RS13270
MIT1002_03163,WP_053103824.1,TK37_RS13275
MIT1002_03164,WP_014950572.1,TK37_RS13280
MIT1002_03165,WP_049588129.1,TK37_RS13285
MIT1002_03166,WP_039235299.1,TK37_RS13290
MIT1002_03167,WP_049588132.1,TK37_RS13295
MIT1002_03168,WP_014980170.1,TK37_RS13300
MIT1002_03169,WP_014950577.1,TK37_RS13305
MIT1002_03170,WP_231514320.1,
MIT1002_03171,WP_049588142.1,TK37_RS13315
MIT1002_03172,WP_049588135.1,TK37_RS13320
MIT1002_03173,WP_014950581.1,TK37_RS13325
MIT1002_03174,WP_014950582.1,TK37_RS13330
MIT1002_03175,WP_049588144.1,TK37_RS13335
MIT1002_03176,WP_049588136.1,TK37_RS13340
MIT1002_03179,WP_049588244.1,TK37_RS13895
MIT1002_03180,WP_014950586.1,TK37_RS13900
MIT1002_03181,WP_049588246.1,TK37_RS13905
MIT1002_03183,WP_014980177.1,TK37_RS13910
MIT1002_03184,WP_014950589.1,TK37_RS13915
MIT1002_03185,WP_014950590.1,TK37_RS13920
MIT1002_03186,WP_014977284.1,TK37_RS13925
MIT1002_03187,WP_014950592.1,TK37_RS13930
MIT1002_03188,WP_049588248.1,TK37_RS13935
MIT1002_03189,WP_049588249.1,TK37_RS13940
MIT1002_03190,WP_049588251.1,TK37_RS13945
MIT1002_03191,WP_039235341.1,TK37_RS13950
MIT1002_03192,WP_049588252.1,TK37_RS13955
MIT1002_03193,WP_049588254.1,TK37_RS13960
MIT1002_03194,WP_049588256.1,TK37_RS13965
MIT1002_03195,WP_049588258.1,TK37_RS13970
MIT1002_03196,WP_012519633.1,TK37_RS13975
MIT1002_03197,WP_014999437.1,TK37_RS13980
MIT1002_03198,WP_049588260.1,TK37_RS13985
MIT1002_03199,WP_049588261.1,TK37_RS13990
MIT1002_03200,WP_080986437.1,TK37_RS13995
MIT1002_03201,WP_049588263.1,TK37_RS14000
MIT1002_03202,WP_014977297.1,TK37_RS14005
MIT1002_03203,WP_049588265.1,TK37_RS14010
MIT1002_03204,WP_049588267.1,TK37_RS14015
MIT1002_03205,WP_049588268.1,TK37_RS14020
MIT1002_03206,WP_080986438.1,TK37_RS14025
MIT1002_03207,WP_152910892.1,TK37_RS14030
MIT1002_03209,WP_049588273.1,TK37_RS14040
MIT1002_03210,WP_049588275.1,TK37_RS14045
MIT1002_03211,WP_053103827.1,TK37_RS20680
MIT1002_03212,WP_049588277.1,TK37_RS14055
MIT1002_03213,WP_049588279.1,TK37_RS14060
MIT1002_03214,WP_049588280.1,TK37_RS14065
MIT1002_03215,WP_049588282.1,TK37_RS14070
MIT1002_03216,WP_049588284.1,TK37_RS14075
MIT1002_03217,WP_080986439.1,TK37_RS14080
MIT1002_03218,WP_049588288.1,TK37_RS14085
MIT1002_03219,WP_049588290.1,TK37_RS14090
MIT1002_03220,WP_049588292.1,TK37_RS14095
MIT1002_03221,WP_049588295.1,TK37_RS14100
MIT1002_03223,WP_049588298.1,TK37_RS14110
MIT1002_03225,WP_049588191.1,TK37_RS13605
MIT1002_03226,WP_015067950.1,TK37_RS13600
MIT1002_03227,WP_015067951.1,
MIT1002_03229,WP_053103826.1,TK37_RS13585
MIT1002_03230,WP_049588190.1,TK37_RS13580
MIT1002_03231,WP_049588189.1,TK37_RS13575
MIT1002_03233,WP_049588197.1,TK37_RS13565
MIT1002_03236,WP_049588196.1,TK37_RS13550
MIT1002_03237,WP_015067954.1,TK37_RS13545
MIT1002_03239,WP_049588195.1,TK37_RS13540
MIT1002_03240,WP_049588186.1,TK37_RS13535
MIT1002_03241,WP_049588185.1,TK37_RS13530
MIT1002_03242,WP_049588184.1,TK37_RS13525
MIT1002_03243,WP_049588182.1,TK37_RS13520
MIT1002_03244,WP_049588180.1,TK37_RS13515
MIT1002_03245,WP_049588179.1,TK37_RS13510
MIT1002_03246,WP_049588178.1,TK37_RS13505
MIT1002_03248,WP_014950619.1,TK37_RS13490
MIT1002_03249,WP_049588176.1,TK37_RS13485
MIT1002_03250,WP_049588174.1,TK37_RS13480
MIT1002_03251,WP_049588171.1,TK37_RS13470
MIT1002_03252,WP_049588170.1,TK37_RS13465
MIT1002_03253,WP_049588169.1,TK37_RS13460
MIT1002_03254,WP_049588167.1,TK37_RS13455
MIT1002_03255,WP_014977336.1,TK37_RS13445
MIT1002_03256,WP_014977337.1,TK37_RS13440
MIT1002_03257,WP_231506568.1,
MIT1002_03258,WP_014977339.1,TK37_RS13430
MIT1002_03259,WP_014977340.1,TK37_RS13425
MIT1002_03260,WP_014977341.1,TK37_RS13420
MIT1002_03261,WP_014977342.1,TK37_RS13415
MIT1002_03262,WP_014977343.1,TK37_RS13410
MIT1002_03263,WP_014977344.1,TK37_RS13405
MIT1002_03264,WP_049588165.1,TK37_RS13400
MIT1002_03265,WP_049588161.1,TK37_RS13395
MIT1002_03266,WP_049588160.1,TK37_RS13390
MIT1002_03267,WP_049588158.1,TK37_RS13385
MIT1002_03268,WP_049588156.1,TK37_RS13375
MIT1002_03269,WP_049588154.1,TK37_RS13370
MIT1002_03270,WP_049588152.1,TK37_RS13365
MIT1002_03271,WP_049588150.1,TK37_RS13360
MIT1002_03272,WP_080986435.1,TK37_RS13355
MIT1002_03273,WP_049588146.1,TK37_RS13350
MIT1002_03274,WP_014950659.1,TK37_RS13345
MIT1002_03275,WP_049588467.1,
MIT1002_03276,WP_049588468.1,
MIT1002_03277,WP_049588469.1,TK37_RS15060
MIT1002_03278,WP_014950662.1,TK37_RS15065
MIT1002_03279,WP_197047979.1,
MIT1002_03280,WP_049588471.1,TK37_RS15075
MIT1002_03281,WP_231514324.1,
MIT1002_03282,WP_049588474.1,TK37_RS15085
MIT1002_03283,WP_049588476.1,TK37_RS15090
MIT1002_03284,WP_049588477.1,TK37_RS15095
MIT1002_03285,WP_053103828.1,TK37_RS20685
MIT1002_03286,WP_014950672.1,TK37_RS15105
MIT1002_03287,WP_049588479.1,TK37_RS15110
MIT1002_03288,WP_014999502.1,TK37_RS15115
MIT1002_03289,WP_049588481.1,TK37_RS15120
MIT1002_03290,WP_049588482.1,TK37_RS15125
MIT1002_03291,WP_049588483.1,TK37_RS15130
MIT1002_03292,WP_160314213.1,TK37_RS15135
MIT1002_03293,WP_049588486.1,TK37_RS15140
MIT1002_03295,WP_231514325.1,
MIT1002_03296,WP_049588488.1,TK37_RS15155
MIT1002_03297,WP_049588512.1,TK37_RS15160
MIT1002_03298,WP_049588489.1,TK37_RS15165
MIT1002_03299,WP_049588490.1,TK37_RS15170
MIT1002_03300,WP_049588492.1,TK37_RS15175
MIT1002_03301,WP_049588494.1,TK37_RS15180
MIT1002_03302,WP_049588496.1,TK37_RS15185
MIT1002_03303,WP_049588497.1,TK37_RS15190
MIT1002_03304,WP_049588500.1,TK37_RS15195
MIT1002_03305,WP_197047980.1,
MIT1002_03306,WP_049588501.1,TK37_RS15205
MIT1002_03307,WP_049588503.1,TK37_RS15210
MIT1002_03308,WP_197047981.1,
MIT1002_03309,WP_197047982.1,
MIT1002_03310,WP_049588504.1,
MIT1002_03312,WP_049588506.1,TK37_RS15230
MIT1002_03313,WP_049588507.1,TK37_RS15235
MIT1002_03314,WP_014980250.1,TK37_RS15240
MIT1002_03316,WP_014980251.1,TK37_RS17575
MIT1002_03317,WP_049588815.1,TK37_RS17580
MIT1002_03318,WP_049588816.1,TK37_RS17585
MIT1002_03319,WP_049588817.1,TK37_RS17590
MIT1002_03320,WP_049588818.1,TK37_RS17595
MIT1002_03321,WP_014950684.1,TK37_RS17600
MIT1002_03322,WP_049588819.1,TK37_RS17605
MIT1002_03323,WP_049588820.1,TK37_RS17610
MIT1002_03324,WP_049588821.1,TK37_RS17615
MIT1002_03325,WP_049588822.1,TK37_RS17620
MIT1002_03326,WP_020744244.1,TK37_RS17625
MIT1002_03327,WP_014950690.1,
MIT1002_03328,WP_049588823.1,TK37_RS17635
MIT1002_03329,WP_014950694.1,TK37_RS17640
MIT1002_03330,WP_015068029.1,TK37_RS17645
MIT1002_03331,WP_049588824.1,TK37_RS17650
MIT1002_03332,WP_049588825.1,TK37_RS17655
MIT1002_03333,WP_014950698.1,TK37_RS17660
MIT1002_03334,WP_014950699.1,
MIT1002_03335,WP_049588826.1,TK37_RS17670
MIT1002_03336,WP_049588832.1,TK37_RS17675
MIT1002_03337,WP_049588827.1,TK37_RS17680
MIT1002_03338,WP_049588828.1,TK37_RS17685
MIT1002_03339,WP_049588829.1,TK37_RS17690
MIT1002_03340,WP_049588830.1,TK37_RS17695
MIT1002_03341,WP_049588831.1,TK37_RS17700
MIT1002_03342,WP_049588947.1,TK37_RS18630
MIT1002_03343,WP_049588948.1,TK37_RS18625
MIT1002_03344,WP_014949481.1,TK37_RS18620
MIT1002_03345,WP_014977393.1,TK37_RS18615
MIT1002_03346,WP_014949483.1,TK37_RS18610
MIT1002_03348,WP_014977396.1,TK37_RS18605
MIT1002_03349,WP_049588946.1,
MIT1002_03350,WP_049588945.1,TK37_RS18595
MIT1002_03351,WP_049588944.1,TK37_RS18590
MIT1002_03352,WP_014949489.1,TK37_RS18585
MIT1002_03353,WP_049588943.1,TK37_RS18580
MIT1002_03354,WP_049588942.1,TK37_RS18575
MIT1002_03355,WP_049588941.1,TK37_RS18570
MIT1002_03356,WP_049588940.1,TK37_RS18565
MIT1002_03357,WP_049588939.1,TK37_RS18560
MIT1002_03358,WP_231514364.1,
MIT1002_03359,WP_014949496.1,TK37_RS18550
MIT1002_03360,WP_049588937.1,TK37_RS18545
MIT1002_03361,WP_231514326.1,
MIT1002_03362,WP_231514327.1,
MIT1002_03368,WP_014950707.1,TK37_RS16395
MIT1002_03369,WP_049588673.1,TK37_RS16400
MIT1002_03370,WP_049588674.1,TK37_RS16405
MIT1002_03371,WP_014950710.1,TK37_RS16410
MIT1002_03372,WP_049588675.1,TK37_RS16415
MIT1002_03373,WP_014950712.1,TK37_RS16420
MIT1002_03374,WP_014950713.1,TK37_RS16425
MIT1002_03375,WP_014950714.1,TK37_RS16430
MIT1002_03376,WP_049588676.1,TK37_RS16435
MIT1002_03377,WP_049588690.1,TK37_RS16440
